Date,Price
2025-03-07 08:00:00,4210
2025-03-10 08:00:00,4250
2025-03-11 08:00:00,4315
2025-03-12 08:00:00,4315
2025-03-13 08:00:00,4310
2025-03-14 08:00:00,4350
2025-03-17 08:00:00,4310
2025-03-18 08:00:00,4325
2025-03-19 08:00:00,4300
2025-03-20 08:00:00,4320
2025-03-21 08:00:00,4300
2025-03-24 08:00:00,4290
2025-03-25 08:00:00,4250
2025-03-26 08:00:00,4250
2025-03-28 08:00:00,4245
2025-04-01 08:00:00,4200
2025-04-02 08:00:00,4235
2025-04-03 08:00:00,4200
2025-04-04 08:00:00,4190
2025-04-07 08:00:00,4205
2025-04-08 08:00:00,4295
2025-04-09 08:00:00,4310
2025-04-10 08:00:00,4310
2025-04-11 08:00:00,4300
2025-04-14 08:00:00,4295
2025-04-15 08:00:00,4285
2025-04-16 08:00:00,4310
2025-04-17 08:00:00,4020
2025-04-18 08:00:00,3995
2025-04-22 08:00:00,3895
2025-04-23 08:00:00,3825
2025-04-24 08:00:00,3700
2025-04-25 08:00:00,3640
2025-04-28 08:00:00,3600
2025-04-29 08:00:00,3505
2025-04-30 08:00:00,3250
2025-05-02 08:00:00,3210
2025-05-05 08:00:00,3250
2025-05-06 08:00:00,3375
2025-05-07 08:00:00,3250
2025-05-08 08:00:00,3225
2025-05-09 08:00:00,3230
2025-05-12 08:00:00,3365
2025-05-13 08:00:00,3495
2025-05-14 08:00:00,3380
2025-05-15 08:00:00,3490
2025-05-16 08:00:00,3490
2025-05-19 08:00:00,3590
2025-05-20 08:00:00,3600
2025-05-21 08:00:00,3595
2025-05-22 08:00:00,3645
2025-05-23 08:00:00,3605
2025-05-26 08:00:00,3500
2025-05-27 08:00:00,3545
2025-05-28 08:00:00,3600
2025-05-30 08:00:00,3620
2025-06-02 08:00:00,3550
2025-06-03 08:00:00,3630
2025-06-04 08:00:00,3735
2025-06-05 08:00:00,3735
2025-06-10 08:00:00,3800
2025-06-11 08:00:00,3790
2025-06-12 08:00:00,3800
2025-06-13 08:00:00,3640
2025-06-16 08:00:00,3790
2025-06-17 08:00:00,3650
2025-06-18 08:00:00,3650
2025-06-19 08:00:00,3650
2025-06-20 08:00:00,3650
2025-06-23 08:00:00,3750
2025-06-24 08:00:00,3550
2025-06-25 08:00:00,3600
2025-06-26 08:00:00,3595
2025-06-27 08:00:00,3580
2025-06-30 08:00:00,3500
2025-07-01 08:00:00,3500
2025-07-02 08:00:00,3425
2025-07-03 08:00:00,3500
2025-07-04 08:00:00,3500
2025-07-07 08:00:00,3400
