Date,Price
2025-03-03 08:00:00,795
2025-03-05 08:00:00,800
2025-03-06 08:00:00,800
2025-03-10 08:00:00,740
2025-03-11 08:00:00,795
2025-03-12 08:00:00,800
2025-03-13 08:00:00,800
2025-03-14 08:00:00,800
2025-03-17 08:00:00,800
2025-03-18 08:00:00,800
2025-03-19 08:00:00,800
2025-03-20 08:00:00,800
2025-03-21 08:00:00,740
2025-03-24 08:00:00,745
2025-03-26 08:00:00,750
2025-03-28 08:00:00,790
2025-04-01 08:00:00,800
2025-04-02 08:00:00,790
2025-04-04 08:00:00,785
2025-04-07 08:00:00,730
2025-04-08 08:00:00,730
2025-04-09 08:00:00,730
2025-04-11 08:00:00,680
2025-04-14 08:00:00,700
2025-04-15 08:00:00,700
2025-04-16 08:00:00,700
2025-04-17 08:00:00,700
2025-04-22 08:00:00,700
2025-04-23 08:00:00,650
2025-04-24 08:00:00,650
2025-04-25 08:00:00,650
2025-04-28 08:00:00,650
2025-04-29 08:00:00,655
2025-04-30 08:00:00,660
2025-05-02 08:00:00,700
2025-05-05 08:00:00,680
2025-05-06 08:00:00,635
2025-05-07 08:00:00,635
2025-05-08 08:00:00,640
2025-05-09 08:00:00,630
2025-05-12 08:00:00,635
2025-05-13 08:00:00,635
2025-05-14 08:00:00,675
2025-05-15 08:00:00,700
2025-05-16 08:00:00,700
2025-05-19 08:00:00,720
2025-05-20 08:00:00,750
2025-05-21 08:00:00,750
2025-05-22 08:00:00,750
2025-05-23 08:00:00,695
2025-05-26 08:00:00,740
2025-05-27 08:00:00,740
2025-05-28 08:00:00,700
2025-05-30 08:00:00,695
2025-06-02 08:00:00,690
2025-06-03 08:00:00,690
2025-06-04 08:00:00,690
2025-06-05 08:00:00,690
2025-06-10 08:00:00,685
2025-06-11 08:00:00,685
2025-06-12 08:00:00,670
2025-06-13 08:00:00,690
2025-06-16 08:00:00,685
2025-06-17 08:00:00,690
2025-06-18 08:00:00,690
2025-06-19 08:00:00,690
2025-06-20 08:00:00,660
2025-06-23 08:00:00,690
2025-06-24 08:00:00,685
2025-06-25 08:00:00,695
2025-06-26 08:00:00,690
2025-06-27 08:00:00,695
2025-06-30 08:00:00,680
2025-07-01 08:00:00,690
2025-07-02 08:00:00,650
2025-07-03 08:00:00,650
2025-07-04 08:00:00,670
2025-07-07 08:00:00,670
2025-07-08 08:00:00,665
2025-07-09 08:00:00,670
2025-07-10 08:00:00,695
2025-07-11 08:00:00,650
2025-07-14 08:00:00,695
2025-07-15 08:00:00,695
2025-07-16 08:00:00,685
2025-07-17 08:00:00,690
2025-07-18 08:00:00,680
2025-07-21 08:00:00,680
2025-07-22 08:00:00,675
2025-07-23 08:00:00,670
2025-07-24 08:00:00,690
2025-07-25 08:00:00,695
2025-07-28 08:00:00,695
2025-07-29 08:00:00,695
2025-07-30 08:00:00,745
2025-07-31 08:00:00,800
2025-08-01 08:00:00,860
2025-08-04 08:00:00,920
2025-08-05 08:00:00,985
2025-08-06 08:00:00,1055
2025-08-08 08:00:00,1130
2025-08-11 08:00:00,1210
2025-08-12 08:00:00,1250
2025-08-13 08:00:00,1160
2025-08-14 08:00:00,1075
2025-08-18 08:00:00,995
2025-08-19 08:00:00,1065
2025-08-20 08:00:00,1140
2025-08-21 08:00:00,1225
2025-08-22 08:00:00,1265
2025-08-25 08:00:00,1280
2025-08-26 08:00:00,1300
2025-08-27 08:00:00,1315
2025-08-28 08:00:00,1300
2025-08-29 08:00:00,1300
2025-09-01 08:00:00,1300
2025-09-02 08:00:00,1285
2025-09-03 08:00:00,1260
2025-09-05 08:00:00,1240
2025-09-08 08:00:00,1200
2025-09-09 08:00:00,1150
2025-09-10 08:00:00,1180
2025-09-11 08:00:00,1155
2025-09-12 08:00:00,1175
2025-09-15 08:00:00,1185
2025-09-16 08:00:00,1160
2025-09-17 08:00:00,1245
2025-09-18 08:00:00,1310
2025-09-19 08:00:00,1395
2025-09-22 08:00:00,1385
2025-09-23 08:00:00,1380
2025-09-24 08:00:00,1385
2025-09-25 08:00:00,1430
2025-09-26 08:00:00,1430
2025-09-29 08:00:00,1415
2025-09-30 08:00:00,1425
2025-10-01 08:00:00,1445
2025-10-02 08:00:00,1500
2025-10-03 08:00:00,1525
2025-10-06 08:00:00,1635
2025-10-07 08:00:00,1755
2025-10-08 08:00:00,1865
2025-10-09 08:00:00,2000
2025-10-10 08:00:00,2150
2025-10-13 08:00:00,2310
2025-10-14 08:00:00,2480
2025-10-15 08:00:00,2665
2025-10-16 08:00:00,2470
2025-10-17 08:00:00,2285
2025-10-20 08:00:00,2455
2025-10-21 08:00:00,2500
2025-10-22 08:00:00,2600
2025-10-23 08:00:00,2755
2025-10-24 08:00:00,2960
2025-10-27 08:00:00,3180
2025-10-28 08:00:00,3415
2025-10-29 08:00:00,3670
2025-10-30 08:00:00,3600
2025-10-31 08:00:00,3330
2025-11-03 08:00:00,3085
2025-11-04 08:00:00,2855
2025-11-05 08:00:00,2645
2025-11-06 08:00:00,2450
2025-11-07 08:00:00,2270
2025-11-10 08:00:00,2440
2025-11-11 08:00:00,2620
2025-11-12 08:00:00,2810
2025-11-13 08:00:00,3010
2025-11-14 08:00:00,2900
2025-11-17 08:00:00,2840
