Date,Price
2025-03-04 08:00:00,4930
2025-03-05 08:00:00,4845
2025-03-06 08:00:00,4845
2025-03-07 08:00:00,4930
2025-03-10 08:00:00,4840
2025-03-11 08:00:00,4850
2025-03-12 08:00:00,4830
2025-03-13 08:00:00,4850
2025-03-14 08:00:00,4720
2025-03-17 08:00:00,4845
2025-03-18 08:00:00,4830
2025-03-19 08:00:00,4830
2025-03-20 08:00:00,4825
2025-03-21 08:00:00,4825
2025-03-24 08:00:00,4820
2025-03-25 08:00:00,4730
2025-03-26 08:00:00,4845
2025-03-28 08:00:00,4950
2025-04-01 08:00:00,4820
2025-04-02 08:00:00,4790
2025-04-03 08:00:00,4800
2025-04-04 08:00:00,4800
2025-04-07 08:00:00,4800
2025-04-08 08:00:00,4845
2025-04-09 08:00:00,4750
2025-04-10 08:00:00,4800
2025-04-11 08:00:00,4805
2025-04-14 08:00:00,4805
2025-04-15 08:00:00,4850
2025-04-16 08:00:00,4800
2025-04-17 08:00:00,4800
2025-04-18 08:00:00,4700
2025-04-22 08:00:00,4800
2025-04-23 08:00:00,4800
2025-04-24 08:00:00,4800
2025-04-25 08:00:00,4800
2025-04-28 08:00:00,4820
2025-04-29 08:00:00,4810
2025-04-30 08:00:00,4800
2025-05-02 08:00:00,4800
2025-05-05 08:00:00,4800
2025-05-06 08:00:00,4800
2025-05-07 08:00:00,4790
2025-05-08 08:00:00,4790
2025-05-09 08:00:00,4800
2025-05-12 08:00:00,4800
2025-05-13 08:00:00,4790
2025-05-14 08:00:00,4800
2025-05-15 08:00:00,4800
2025-05-16 08:00:00,4800
2025-05-19 08:00:00,4800
2025-05-20 08:00:00,4790
2025-05-21 08:00:00,4790
2025-05-22 08:00:00,4740
2025-05-23 08:00:00,4740
2025-05-26 08:00:00,4700
2025-05-27 08:00:00,4700
2025-05-28 08:00:00,4695
2025-05-30 08:00:00,4800
2025-06-02 08:00:00,4800
2025-06-03 08:00:00,4790
2025-06-04 08:00:00,4790
2025-06-05 08:00:00,4800
2025-06-10 08:00:00,4800
2025-06-11 08:00:00,4795
2025-06-12 08:00:00,4800
2025-06-13 08:00:00,4775
2025-06-16 08:00:00,4765
2025-06-17 08:00:00,4760
2025-06-18 08:00:00,4760
2025-06-19 08:00:00,4750
2025-06-20 08:00:00,4800
2025-06-23 08:00:00,4785
2025-06-24 08:00:00,4785
2025-06-25 08:00:00,4780
2025-06-26 08:00:00,4750
2025-06-27 08:00:00,4780
2025-06-30 08:00:00,4780
2025-07-01 08:00:00,4750
2025-07-02 08:00:00,4730
2025-07-03 08:00:00,4700
2025-07-04 08:00:00,4780
2025-07-07 08:00:00,4780
2025-07-08 08:00:00,4780
2025-07-09 08:00:00,4750
2025-07-10 08:00:00,4700
2025-07-11 08:00:00,4700
2025-07-14 08:00:00,4760
2025-07-15 08:00:00,4755
2025-07-16 08:00:00,4750
2025-07-17 08:00:00,4745
2025-07-18 08:00:00,4740
2025-07-21 08:00:00,4745
2025-07-22 08:00:00,4740
2025-07-23 08:00:00,4700
2025-07-24 08:00:00,4500
2025-07-25 08:00:00,4700
2025-07-28 08:00:00,4695
2025-07-29 08:00:00,4700
2025-07-30 08:00:00,4695
2025-07-31 08:00:00,4600
2025-08-01 08:00:00,4700
2025-08-04 08:00:00,4690
2025-08-05 08:00:00,4340
2025-08-06 08:00:00,4595
2025-08-08 08:00:00,4595
2025-08-11 08:00:00,4550
2025-08-12 08:00:00,4575
2025-08-13 08:00:00,4575
2025-08-14 08:00:00,4565
2025-08-18 08:00:00,4525
2025-08-19 08:00:00,4500
2025-08-20 08:00:00,4500
2025-08-21 08:00:00,4490
2025-08-22 08:00:00,4490
2025-08-25 08:00:00,4500
2025-08-26 08:00:00,4500
2025-08-27 08:00:00,4490
2025-08-28 08:00:00,4445
2025-08-29 08:00:00,4435
2025-09-01 08:00:00,4400
2025-09-02 08:00:00,4400
2025-09-03 08:00:00,4340
2025-09-05 08:00:00,4300
2025-09-08 08:00:00,4320
2025-09-09 08:00:00,4300
2025-09-10 08:00:00,4285
2025-09-11 08:00:00,4250
2025-09-12 08:00:00,4150
2025-09-15 08:00:00,4150
2025-09-16 08:00:00,4005
2025-09-17 08:00:00,4200
2025-09-18 08:00:00,4305
2025-09-19 08:00:00,4390
2025-09-22 08:00:00,4360
2025-09-23 08:00:00,4295
2025-09-24 08:00:00,4300
2025-09-25 08:00:00,4300
2025-09-26 08:00:00,4350
2025-09-29 08:00:00,4025
2025-09-30 08:00:00,3725
2025-10-01 08:00:00,3700
2025-10-02 08:00:00,3700
2025-10-03 08:00:00,3900
2025-10-06 08:00:00,3985
2025-10-07 08:00:00,3900
2025-10-08 08:00:00,3800
2025-10-09 08:00:00,3955
2025-10-10 08:00:00,3995
2025-10-13 08:00:00,4000
2025-10-14 08:00:00,4020
2025-10-15 08:00:00,4000
2025-10-16 08:00:00,4015
2025-10-17 08:00:00,4010
2025-10-20 08:00:00,4000
2025-10-21 08:00:00,4000
2025-10-22 08:00:00,3850
2025-10-23 08:00:00,4000
2025-10-24 08:00:00,4000
2025-10-27 08:00:00,3860
2025-10-28 08:00:00,3800
2025-10-29 08:00:00,4000
2025-10-30 08:00:00,3815
2025-10-31 08:00:00,3850
2025-11-03 08:00:00,3850
2025-11-04 08:00:00,3850
2025-11-05 08:00:00,3900
2025-11-06 08:00:00,3715
2025-11-07 08:00:00,3715
2025-11-10 08:00:00,3825
2025-11-11 08:00:00,3895
2025-11-12 08:00:00,4000
2025-11-13 08:00:00,3900
2025-11-14 08:00:00,3900
2025-11-17 08:00:00,3890
2025-11-18 08:00:00,3850
2025-11-19 08:00:00,3800
2025-11-20 08:00:00,3855
2025-11-21 08:00:00,3890
2025-11-24 08:00:00,3755
2025-11-25 08:00:00,3850
2025-11-26 08:00:00,3800
2025-11-27 08:00:00,3800
2025-11-28 08:00:00,3800
2025-12-01 08:00:00,3800
2025-12-02 08:00:00,3790
2025-12-03 08:00:00,3850
2025-12-04 08:00:00,3825
2025-12-05 08:00:00,3885
2025-12-08 08:00:00,3700
2025-12-09 08:00:00,3850
2025-12-10 08:00:00,3825
2025-12-11 08:00:00,3865
2025-12-12 08:00:00,3860
2025-12-15 08:00:00,3800
2025-12-16 08:00:00,3880
2025-12-17 08:00:00,3875
2025-12-18 08:00:00,3900
2025-12-19 08:00:00,3900
2025-12-22 08:00:00,3900
2025-12-23 08:00:00,3995
2025-12-24 08:00:00,4200
2025-12-26 08:00:00,4475
2025-12-29 08:00:00,4520
2025-12-30 08:00:00,4355
2025-12-31 08:00:00,4295
2026-01-02 08:00:00,4295
2026-01-05 08:00:00,4295
2026-01-06 08:00:00,4290
2026-01-07 08:00:00,4195
2026-01-08 08:00:00,4150
2026-01-09 08:00:00,4130
2026-01-12 08:00:00,4095
2026-01-13 08:00:00,4095
2026-01-14 08:00:00,3995
2026-01-15 08:00:00,4000
2026-01-16 08:00:00,4080
2026-01-19 08:00:00,4070
2026-01-20 08:00:00,4050
2026-01-21 08:00:00,4020
2026-01-22 08:00:00,4000
2026-01-23 08:00:00,4000
2026-01-26 08:00:00,3900
2026-01-27 08:00:00,4000
2026-01-28 08:00:00,3945
2026-01-29 08:00:00,3945
2026-01-30 08:00:00,3940
2026-02-02 08:00:00,3850
2026-02-03 08:00:00,3900
2026-02-04 08:00:00,3940
2026-02-05 08:00:00,3900
2026-02-06 08:00:00,3940
2026-02-09 08:00:00,3900
2026-02-10 08:00:00,3935
2026-02-11 08:00:00,3935
2026-02-12 08:00:00,4000
2026-02-13 08:00:00,3900
2026-02-16 08:00:00,3895
2026-02-17 08:00:00,3890
2026-02-18 08:00:00,3890
2026-02-19 08:00:00,3885
2026-02-20 08:00:00,3865
2026-02-23 08:00:00,3875
2026-02-24 08:00:00,3810
2026-02-25 08:00:00,3895
2026-02-26 08:00:00,3815
2026-02-27 08:00:00,3895
2026-03-02 08:00:00,3895
2026-03-03 08:00:00,3865
2026-03-04 08:00:00,3895
