Date,Price
2025-03-03 08:00:00,4400
2025-03-04 08:00:00,4400
2025-03-05 08:00:00,4450
2025-03-06 08:00:00,4450
2025-03-07 08:00:00,4440
2025-03-10 08:00:00,4440
2025-03-11 08:00:00,4450
2025-03-12 08:00:00,4445
2025-03-13 08:00:00,4440
2025-03-14 08:00:00,4500
2025-03-17 08:00:00,4400
2025-03-18 08:00:00,4550
2025-03-19 08:00:00,4400
2025-03-20 08:00:00,4730
2025-03-21 08:00:00,4850
2025-03-24 08:00:00,4750
2025-03-25 08:00:00,4750
2025-03-26 08:00:00,4790
2025-03-28 08:00:00,4695
2025-04-01 08:00:00,4695
2025-04-02 08:00:00,4695
2025-04-03 08:00:00,4675
2025-04-04 08:00:00,4695
2025-04-07 08:00:00,4600
2025-04-08 08:00:00,4475
2025-04-09 08:00:00,4140
2025-04-10 08:00:00,4250
2025-04-11 08:00:00,4305
2025-04-14 08:00:00,4625
2025-04-15 08:00:00,4630
2025-04-16 08:00:00,4600
2025-04-17 08:00:00,4445
2025-04-18 08:00:00,4445
2025-04-22 08:00:00,4580
2025-04-23 08:00:00,4690
2025-04-24 08:00:00,4680
2025-04-25 08:00:00,5030
2025-04-28 08:00:00,5405
2025-04-29 08:00:00,5500
2025-04-30 08:00:00,5435
2025-05-02 08:00:00,5350
2025-05-05 08:00:00,5350
2025-05-06 08:00:00,5350
2025-05-07 08:00:00,5480
2025-05-08 08:00:00,5750
2025-05-09 08:00:00,5750
2025-05-12 08:00:00,5895
2025-05-13 08:00:00,5900
2025-05-14 08:00:00,6000
2025-05-15 08:00:00,6200
2025-05-16 08:00:00,6190
2025-05-19 08:00:00,6150
2025-05-20 08:00:00,6100
2025-05-21 08:00:00,6050
2025-05-22 08:00:00,5970
2025-05-23 08:00:00,5910
2025-05-26 08:00:00,6000
2025-05-27 08:00:00,6300
2025-05-28 08:00:00,6305
2025-05-30 08:00:00,6195
2025-06-02 08:00:00,6030
2025-06-03 08:00:00,6000
2025-06-04 08:00:00,5990
2025-06-05 08:00:00,5960
2025-06-10 08:00:00,6295
2025-06-11 08:00:00,6195
2025-06-12 08:00:00,6260
2025-06-13 08:00:00,6500
2025-06-16 08:00:00,6540
2025-06-17 08:00:00,6600
2025-06-18 08:00:00,6605
2025-06-19 08:00:00,6900
2025-06-20 08:00:00,7000
2025-06-23 08:00:00,7200
2025-06-24 08:00:00,7275
2025-06-25 08:00:00,7100
2025-06-26 08:00:00,7050
2025-06-27 08:00:00,7250
2025-06-30 08:00:00,7195
2025-07-01 08:00:00,7140
2025-07-02 08:00:00,7100
2025-07-03 08:00:00,7050
2025-07-04 08:00:00,7100
2025-07-07 08:00:00,7050
2025-07-08 08:00:00,6970
2025-07-09 08:00:00,6450
2025-07-10 08:00:00,6500
2025-07-11 08:00:00,6500
2025-07-14 08:00:00,6455
2025-07-15 08:00:00,6335
2025-07-16 08:00:00,6200
2025-07-17 08:00:00,6200
2025-07-18 08:00:00,6290
2025-07-21 08:00:00,6300
2025-07-22 08:00:00,6290
2025-07-23 08:00:00,6195
2025-07-24 08:00:00,6285
2025-07-25 08:00:00,6255
2025-07-28 08:00:00,6205
2025-07-29 08:00:00,6210
2025-07-30 08:00:00,6490
2025-07-31 08:00:00,6500
2025-08-01 08:00:00,6470
2025-08-04 08:00:00,6400
2025-08-05 08:00:00,6700
2025-08-06 08:00:00,6700
2025-08-08 08:00:00,6695
2025-08-11 08:00:00,6510
2025-08-12 08:00:00,6335
2025-08-13 08:00:00,6590
2025-08-14 08:00:00,6645
2025-08-18 08:00:00,6595
2025-08-19 08:00:00,6600
2025-08-20 08:00:00,6690
2025-08-21 08:00:00,6720
2025-08-22 08:00:00,6795
2025-08-25 08:00:00,6790
2025-08-26 08:00:00,6760
2025-08-27 08:00:00,6945
2025-08-28 08:00:00,6900
2025-08-29 08:00:00,6890
2025-09-01 08:00:00,6845
2025-09-02 08:00:00,6840
2025-09-03 08:00:00,6840
2025-09-05 08:00:00,6880
2025-09-08 08:00:00,6860
2025-09-09 08:00:00,6855
2025-09-10 08:00:00,6900
2025-09-11 08:00:00,6930
2025-09-12 08:00:00,6935
2025-09-15 08:00:00,6990
2025-09-16 08:00:00,7020
2025-09-17 08:00:00,7055
2025-09-18 08:00:00,7100
2025-09-19 08:00:00,7050
2025-09-22 08:00:00,7275
2025-09-23 08:00:00,7150
2025-09-24 08:00:00,7085
2025-09-25 08:00:00,7615
2025-09-26 08:00:00,7905
2025-09-29 08:00:00,7905
2025-09-30 08:00:00,7410
2025-10-01 08:00:00,7850
2025-10-02 08:00:00,7995
2025-10-03 08:00:00,7990
2025-10-06 08:00:00,8585
2025-10-07 08:00:00,8000
2025-10-08 08:00:00,8000
2025-10-09 08:00:00,7985
2025-10-10 08:00:00,7880
2025-10-13 08:00:00,7800
2025-10-14 08:00:00,7975
2025-10-15 08:00:00,7985
2025-10-16 08:00:00,8100
2025-10-17 08:00:00,8150
2025-10-20 08:00:00,7990
2025-10-21 08:00:00,8000
2025-10-22 08:00:00,8000
2025-10-23 08:00:00,8250
2025-10-24 08:00:00,8195
2025-10-27 08:00:00,8145
2025-10-28 08:00:00,8060
2025-10-29 08:00:00,8060
2025-10-30 08:00:00,7695
2025-10-31 08:00:00,7890
2025-11-03 08:00:00,7795
2025-11-04 08:00:00,7485
2025-11-05 08:00:00,7450
2025-11-06 08:00:00,7350
2025-11-07 08:00:00,7490
2025-11-10 08:00:00,7490
2025-11-11 08:00:00,7485
2025-11-12 08:00:00,7480
2025-11-13 08:00:00,7480
2025-11-14 08:00:00,7480
2025-11-17 08:00:00,7450
2025-11-18 08:00:00,7320
